rank,Company Name,Industry,State,City,Metro Area,Growth (%),Revenue ($),Number of Workers,Years on List,URL
4877,Investment Professionals,Financial Services,Texas,San Antonio,San Antonio TX,46.5273,58144718,220,1,investment-professionals
1811,Mosaic (Renton Washington),Energy,Washington,Renton,Seattle,227.8681,32115634,221,8,mosaic-renton-washington
1658,Daniel Defense,Manufacturing,Georgia,Black Creek,Savannah GA,254.8856,55678000,222,3,daniel-defense
1691,GetWellNetwork,Health,Maryland,Bethesda,Washington DC,248.2907,52129000,222,4,getwellnetwork
2389,AB Staffing Solutions,Government Services,Arizona,Gilbert,,161.3753,31054000,222,3,ab-staffing-solutions
3143,Catamount Constructors,Construction,Colorado,Lakewood,Denver,112.1876,319682168,222,2,catamount-constructors
3144,Southern Botanical,Construction,Texas,Dallas,Dallas,112.141,23908360,223,1,southern-botanical
1059,Santa Rosa Consulting,Health,Tennessee,Franklin,Nashville,419.4215,69670000,224,2,santa-rosa-consulting
726,OnDeck,Financial Services,New York,New York,New York City,627.4912,65249287,225,3,ondeck
1376,Access Media 3,Telecommunications,Illinois,Oak Brook,Chicago,311.2548,45693700,225,4,access-media-3
1669,Symons Ambulance,Health,California,San Bernardino,Riverside-San Bernardino-Ontario CA,252.4481,5623189,225,3,symons-ambulance
2099,Application Development Resources,IT Services,Georgia,Alpharetta,Atlanta,190.7199,49703295,225,4,application-development-resources
2970,Anexinet,IT Services,Pennsylvania,Blue Bell,Philadelphia,121.1886,113034000,225,7,anexinet
3575,Capacity,Logistics & Transportation,New Jersey,North Brunswick,New York City,91.1072,23193485,225,4,capacity
4147,PDS Services,Human Resources,Michigan,Livonia,Detroit,69.892,9750000,225,3,pds-services
4517,Logistics Systems,Government Services,District of Columbia,Washington,Washington DC,57.1681,24897000,225,1,logistics-systems
4944,Open Mortgage,Real Estate,Texas,Austin,Austin,44.2164,27467520,225,1,open-mortgage
1428,Accurate Group,Real Estate,Ohio,Cleveland,Cleveland,298.9693,66357754,226,4,accurate-group
4213,Arlington Resources,Human Resources,Illinois,Rolling Meadows,Chicago,67.7669,4916432,226,4,arlington-resources
4238,Auction Systems,Business Products & Services,Arizona,Phoenix,Phoenix,66.8745,165398236,226,11,auction-systems
4586,Skoda Minotti,Financial Services,Ohio,Mayfield Village,Cleveland,55.2056,40012000,226,11,skoda-minotti
1,Fuhu,Consumer Products & Services,California,El Segundo,Los Angeles,158956.9106,195640000,227,2,fuhu
761,TalkingRain,Food & Beverage,Washington,Preston,Seattle,597.5722,261614467,227,1,talkingrain
2070,Direct Capital,Financial Services,New Hampshire,Portsmouth,Boston,194.3223,432780164,227,2,direct-capital
2990,Atrion Networking,IT Services,Rhode Island,Warwick,Providence-New Bedford-Fall River RI-MA,119.8501,84169384,227,6,atrion-networking
443,EHD Technologies,Business Products & Services,Tennessee,Brentwood,Nashville,1075.1481,25584830,228,2,ehd-technologies
3315,Jonathan's Grille,Food & Beverage,Tennessee,Franklin,Nashville,102.0162,8964172,228,2,jonathans-grille
4984,TrueNorth (Cedar Rapids IA),Insurance,Iowa,Cedar Rapids,Cedar Rapids IA,42.8952,42102804,228,4,truenorth-cedar-rapids-ia
809,TubeMogul,Advertising & Marketing,California,Emeryville,San Francisco,561.9692,57214000,229,3,tubemogul
3359,22nd Century Technologies,Government Services,New Jersey,Somerset,New York City,99.7472,26953332,229,7,22nd-century-technologies
3989,Trinity Logistics,Logistics & Transportation,Delaware,Seaford,Seaford DE,75.0694,275512000,229,2,trinity-logistics
1182,TrustPoint International,Business Products & Services,Georgia,Atlanta,Atlanta,370.5924,47497526,230,1,trustpoint-international
1838,Viverae,Health,Texas,Dallas,Dallas,223.5734,26675534,230,4,viverae
2868,Excelsior Defense,Security,Florida,St. Petersburg,Tampa,128.1663,7166609,230,8,excelsior-defense
2969,Keste,IT Services,Texas,Plano,Dallas,121.3943,33132213,230,5,keste
4322,JBA Consulting Engineers,Engineering,Nevada,Las Vegas,Las Vegas-Paradise NV,64.2124,23908138,230,1,jba-consulting-engineers
4440,Patriot National Insurance Group,Insurance,Florida,Fort Lauderdale,Miami,59.8718,357223617,230,2,patriot-national-insurance-group
4865,Square 1 Financial,Financial Services,North Carolina,Durham,Durham NC,46.9368,77662000,230,1,square-1-financial
5000,Mach1 Global Services,Logistics & Transportation,Arizona,Tempe,Phoenix,42.447,105299201,230,3,mach1-global-services
527,Puppet Labs,Software,Oregon,Portland,Portland OR,903.5672,16368522,231,2,puppet-labs
1729,VDart,IT Services,Georgia,Alpharetta,Atlanta,241.8451,31893333,231,3,vdart
139,Twilio,Telecommunications,California,San Francisco,San Francisco,2710.8696,51720000,232,1,twilio
1386,Patina Solutions,Human Resources,Wisconsin,Brookfield,Milwaukee-Waukesha-West Allis WI,309.1501,14443000,232,2,patina-solutions
2453,Onepath Systems,IT Services,Georgia,Marietta,Atlanta,156.0142,69919350,232,1,onepath-systems
4415,Cobb Pediatric Therapy Services,Health,Georgia,Kennesaw,Atlanta,61.0851,11564320,232,7,cobb-pediatric-therapy-services
4652,Polaris Laboratories,Energy,Indiana,Indianapolis,Indianapolis IN,53.3651,21420302,232,6,polaris-laboratories
3560,Sevatec,Government Services,Virginia,Fairfax,Washington DC,91.6993,38469250,234,5,sevatec
2382,3D Corporate Solutions,Food & Beverage,Missouri,Monett,,161.7922,265117000,235,3,3d-corporate-solutions
1183,Onsite Occupational Health & Safety,Health,Indiana,Princeton,Evansville IN-KY,370.2942,29063355,236,3,onsite-occupational-health-safety
3520,Medix,Human Resources,Illinois,Lombard,Chicago,93.4802,87075653,237,4,medix
3179,Trustaff,Human Resources,Ohio,Cincinnati,Cincinnati,110.0232,110912699,238,7,trustaff
4774,Overture Partners,IT Services,Massachusetts,Newton,Boston,49.5006,30981000,238,7,overture-partners
1546,La Familia Pawn & Jewelry,Financial Services,Florida,Maitland,Orlando FL,275.1252,32240947,239,1,la-familia-pawn-jewelry
2771,TransTech IT Staffing,IT Services,Illinois,Itasca,Chicago,133.8215,34572360,239,1,transtech-it-staffing
3395,Genesis-ATC,Telecommunications,Texas,San Antonio,San Antonio TX,98.5878,951065127,239,2,genesis-atc
4498,NovaCopy,Business Products & Services,Tennessee,Nashville,Nashville,57.7444,49945066,239,8,novacopy
582,DataXu,Advertising & Marketing,Massachusetts,Boston,Boston,823.1993,118351136,240,2,dataxu
1125,Whitacre Logistics,Logistics & Transportation,Ohio,Portage,Toledo OH,392.535,28813300,240,2,whitacre-logistics
1194,Govind Development,Engineering,Texas,Corpus Christi,Austin,367.6069,27025921,240,4,govind-development
1256,SevOne,Software,Delaware,Wilmington,Philadelphia,345.5723,39531295,240,3,sevone
1692,Decypher Technologies,IT Services,Texas,San Antonio,San Antonio TX,248.2741,18873936,240,3,decypher-technologies
2026,MyUS.com,Logistics & Transportation,Florida,Sarasota,Sarasota-Bradenton-Venice FL,199.7367,68115223,240,6,myuscom
4747,Etransmedia Technology,Health,New York,Troy,Albany-Schenectady-Troy NY,50.3401,25576160,240,8,etransmedia-technology
3364,Consero Global,Financial Services,Texas,Austin,Austin,99.6918,6949945,241,3,consero-global
2916,5Linx Enterprises,Telecommunications,New York,Rochester,Rochester NY,124.5919,112397000,242,9,5linx-enterprises
1997,Bigcommerce,Software,Texas,Austin,Austin,203.6251,23485961,243,5,bigcommerce
314,Datto,Security,Connecticut,Norwalk,Bridgeport-Stamford-Norwalk CT,1481.8623,48927000,245,3,datto
1839,Bluegrass Supply Chain Services,Logistics & Transportation,Kentucky,Bowling Green,Bowling Green KY,223.4315,17279479,245,2,bluegrass-supply-chain-services
4133,Crockett Facilities Services,Business Products & Services,Maryland,Bowie,Washington DC,70.2263,29196301,245,2,crockett-facilities-services
4822,Rising Medical Solutions,Health,Illinois,Chicago,Chicago,47.9651,32161357,245,7,rising-medical-solutions
3259,Navicure,IT Services,Georgia,Duluth,Atlanta,105.742,63152000,246,7,navicure
3678,MorganFranklin Consulting,Business Products & Services,Virginia,McLean,Washington DC,87.2934,63944320,246,4,morganfranklin-consulting
3925,WCCT Global,Health,California,Cypress,Los Angeles,77.3759,29564463,246,1,wcct-global
3990,Masergy Communication,Telecommunications,Texas,Plano,Dallas,75.054,170744969,246,3,masergy-communication
183,ProctorU,Education,California,Livermore,San Francisco,2312.1435,6435816,247,1,proctoru
1648,Eid Passport,Security,Oregon,Hillsboro,Portland OR,257.175,39427623,247,4,eid-passport
1629,SwimKids Swim Schools,Education,Virginia,Woodbridge,Washington DC,261.5087,5274296,248,3,swimkids-swim-schools
2211,Colibrium,Health,Georgia,Atlanta,Atlanta,177.9961,11371322,249,1,colibrium
4591,All Web Leads,Insurance,Texas,Austin,Austin,55.1331,87860849,249,5,all-web-leads
245,Act-On Software,Software,Oregon,Beaverton,Portland OR,1879.873,19378839,250,2,act-on-software
942,Alliance Security,Security,Rhode Island,Warwick,Providence-New Bedford-Fall River RI-MA,478.3744,14537862,250,4,alliance-security
947,NSR Solutions,Government Services,Maryland,Rockville,Washington DC,476.3796,11510290,250,2,nsr-solutions
1123,Resmac,Financial Services,Florida,Boca Raton,Miami,393.0947,9825445,250,1,resmac
1335,NVE,Government Services,Virginia,Herndon,Washington DC,323.6801,31183773,250,1,nve
1798,Silicus Technologies,IT Services,Texas,Houston,Houston,230.0781,6061611,250,2,silicus-technologies
1847,Health Plan One,Insurance,Connecticut,Shelton,Bridgeport-Stamford-Norwalk CT,222.1629,21121000,250,4,health-plan-one
1991,Simplicity Consulting,Advertising & Marketing,Washington,Kirkland,Seattle,204.534,34945891,250,4,simplicity-consulting
2081,PeopleTec,Government Services,Alabama,Huntsville,Huntsville AL,192.5934,41080110,250,5,peopletec
2202,NCWC,Consumer Products & Services,New Jersey,Ocean,New York City,179.1596,32340225,250,1,ncwc
2880,The Vertex Companies,Engineering,Massachusetts,Weymouth,Boston,127.245,43727031,250,5,the-vertex-companies
2989,Astir IT Solutions,IT Services,New Jersey,South Plainfield,New York City,119.8941,26663803,250,8,astir-it-solutions
3538,Usablenet,IT Services,New York,New York,New York City,92.5163,52140320,250,5,usablenet
3582,PowerPlan,Software,Georgia,Atlanta,Atlanta,90.7819,85818516,250,2,powerplan
4130,BPA International,Telecommunications,New York,Carle Place,New York City,70.3317,8345807,250,6,bpa-international
3151,Somerset Regional Water Resources,Energy,Pennsylvania,Somerset,Somerset PA,111.4443,73097031,251,1,somerset-regional-water-resources
3441,Utopia,IT Services,Illinois,Mundelein,Chicago,96.5955,22681949,251,6,utopia
2257,Banyan Investment Group,Travel & Hospitality,Florida,Miramar Beach,Fort Walton Beach-Crestview-Destin FL,173.141,21294407,252,3,banyan-investment-group
3727,INSYS Group,Business Products & Services,New Jersey,Rochelle Park,New York City,85.0278,35793087,252,4,insys-group
3595,Novae,Manufacturing,Indiana,Markle,Huntington IN,90.2602,57406275,253,9,novae
3799,GolfTEC,Consumer Products & Services,Colorado,Centennial,Denver,82.0832,28037101,254,5,golftec
4700,Liberty Power,Energy,Florida,Fort Lauderdale,Miami,51.8579,795319576,254,5,liberty-power
4974,Dymax,Manufacturing,Connecticut,Torrington,Torrington CT,43.343,66022420,254,8,dymax
867,Sundance Healthcare,Health,Texas,Arlington,Dallas,518.2484,18566000,255,2,sundance-healthcare
1959,Xten Industries,Manufacturing,Wisconsin,Kenosha,Chicago,207.2024,52470907,255,3,xten-industries
3609,SAI Systems,IT Services,Connecticut,Shelton,Bridgeport-Stamford-Norwalk CT,89.8924,13485658,255,2,sai-systems
4344,immixGroup,IT Services,Virginia,McLean,Washington DC,63.2867,920251833,257,7,immixgroup
540,EngagePoint,Government Services,Maryland,Calverton,Washington DC,887.2598,83534635,258,3,engagepoint
816,Saalex Solutions,Government Services,California,Camarillo,Oxnard-Thousand Oaks-Ventura CA,558.3541,35495269,259,1,saalex-solutions
3311,Park Place Technologies,IT Services,Ohio,Chagrin Falls,Akron OH,102.206,52996692,261,2,park-place-technologies
127,CareCloud,Health,Florida,Miami,Miami,2939.6153,10455000,262,1,carecloud
1470,Door To Door Organics,Food & Beverage,Colorado,Louisville,Boulder CO,290.5316,26577357,262,1,door-to-door-organics
2585,Packsize International,Manufacturing,Utah,Salt Lake City,Salt Lake City,145.2915,104347000,263,5,packsize-international
9,Vacasa,Travel & Hospitality,Oregon,Portland,Portland OR,16192.061,26263454,264,1,vacasa
2540,Innovative Spa Management,Business Products & Services,North Carolina,Asheville,Asheville NC,148.2759,4479334,265,2,innovative-spa-management
4256,Linx,Telecommunications,Colorado,Denver,Denver,66.0883,50560713,265,5,linx
4377,Statewide Remodeling,Construction,Texas,DFW Airport,Dallas,62.4018,38962000,265,5,statewide-remodeling
4466,Aquilent,Government Services,Maryland,Laurel,Washington DC,58.9516,65603241,265,1,aquilent
2222,Willis Group,Business Products & Services,Texas,Houston,Houston,176.7106,105072228,266,6,willis-group
4612,Valin,Business Products & Services,California,San Jose,San Jose,54.4409,180129000,266,3,valin
3034,Achieve3000,Education,New Jersey,Lakewood,New York City,117.5202,58172363,267,7,achieve3000
278,Bareburger,Food & Beverage,New York,Long Island City,New York City,1652.3627,31150000,268,1,bareburger
2289,Veritas Funding,Financial Services,Utah,Midvale,Salt Lake City,170.1825,35247965,268,2,veritas-funding
2380,NZR Retail of Toledo,Energy,Ohio,Toledo,Toledo OH,161.9483,78482744,268,1,nzr-retail-of-toledo
814,Mutual Mobile,Software,Texas,Austin,Austin,558.4265,33328639,269,1,mutual-mobile
175,3A/WorldWide,Advertising & Marketing,Florida,Miami,Miami,2402.7683,57568000,270,1,3aworldwide
778,Coast Professional,Financial Services,Louisiana,West Monroe,Monroe LA,584.6491,38567736,270,3,coast-professional
1581,Intone Networks,IT Services,New Jersey,Iselin,New York City,269.8389,24706971,270,3,intone-networks
2555,NOVA Corporation,IT Services,Pennsylvania,Chambersburg,Chambersburg PA,147.3356,49787168,270,1,nova-corporation
3158,Testengeer,Engineering,Texas,Port Lavaca,Victoria TX,111.0849,28038631,270,1,testengeer
3459,Orasi Software,Software,Georgia,Kennesaw,Atlanta,95.9174,70148434,270,3,orasi-software
3731,iCIMS,Software,New Jersey,Matawan,New York City,84.7069,47401022,270,9,icims
4369,Integrated Landscape Management,Environmental Services,Arizona,Tempe,Phoenix,62.5252,15572778,271,1,integrated-landscape-management
751,Skava,Software,California,San Francisco,San Francisco,608.047,22892356,272,2,skava
1479,FINFROCK,Construction,Florida,Apopka,Orlando FL,289.5851,87793000,272,2,finfrock
2956,Accurate Background,Human Resources,California,Irvine,Los Angeles,122.0517,28083983,272,1,accurate-background
3105,Peoplelink,Human Resources,Indiana,South Bend,South Bend-Mishawaka IN-MI,113.9338,227354512,273,3,peoplelink
4265,Fulcrum IT Services,IT Services,Virginia,Centreville,Washington DC,65.7484,37683008,274,5,fulcrum-it-services
967,Thrillist Media Group,Media,New York,New York,New York City,465.5602,83069000,275,5,thrillist-media-group
2549,Crystal Enterprises,Food & Beverage,Maryland,Glenn Dale,Washington DC,147.8917,8821896,275,1,crystal-enterprises
2669,Sullivan Solar Power,Energy,California,San Diego,San Diego,140.6636,27911049,275,5,sullivan-solar-power
2893,AFS,Logistics & Transportation,Louisiana,Shreveport,Shreveport-Bossier City LA,125.9794,54435073,275,2,afs
3898,Servisfirst Bancshares,Financial Services,Alabama,Birmingham,Birmingham-Hoover AL,78.8347,112462000,275,1,servisfirst-bancshares
2691,National Collegiate Scouting Association,Education,Illinois,Chicago,,139.7222,47516307,276,5,national-collegiate-scouting-association
2698,The Hype Agency,Advertising & Marketing,New Hampshire,Salem,Boston,139.041,5115000,276,1,the-hype-agency
3065,PM Pediatrics,Health,New York,Lake Success,New York City,116.0189,18144714,277,4,pm-pediatrics
1003,PinnacleAIS,Energy,Texas,Pasadena,Houston,444.81,34802761,278,3,pinnacleais
1924,Lead IT,IT Services,Illinois,Springfield,Springfield IL,211.9078,26620385,278,2,lead-it
1950,nfrastructure,IT Services,New York,Clifton Park,Albany-Schenectady-Troy NY,208.0587,70037502,278,3,nfrastructure
2158,BuildASign.com,Consumer Products & Services,Texas,Austin,Austin,184.2481,57379972,278,5,buildasigncom
2333,WorldVentures,Travel & Hospitality,Texas,Plano,Dallas,166.5061,131778025,278,2,worldventures
4059,Capital Title of Texas,Real Estate,Texas,Plano,Dallas,72.9666,36003000,279,2,capital-title-of-texas
717,Medical Staffing Options,Health,Ohio,Westerville,Columbus OH,633.1632,6436000,280,2,medical-staffing-options
992,Keller Williams Legacy Partners,Real Estate,Maryland,Baltimore,Baltimore,453.2027,8469484,280,1,keller-williams-legacy-partners
1025,Relias Learning,Software,North Carolina,Cary,Raleigh-Cary NC,434.8736,42945000,280,2,relias-learning
3719,Fibertech Networks,Telecommunications,New York,Rochester,Rochester NY,85.4885,169474767,280,8,fibertech-networks
